symbol,xbrl,xbrl_cik,edgar_cik,snp500_cik,xbrl_name,edgar_name,snp500_name,nasdaq100_name,dj_name,snp400_name,DJ,NASDAQ100,SNP500,SNP400,sic,fye,period,filed,nciks,aciks,entityid,marketoperator,markettier,primaryexchange,siccode,sicdescription
BBOX,True,849547.0,849547.0,,BLACK BOX CORP,BLACK BOX CORP,,,,,,,,,3576,0331,20170630,20170810,1,,4311.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Computer Communications Equipment
SLGN,True,849869.0,849869.0,,SILGAN HOLDINGS INC,SILGAN HOLDINGS INC,,,,Silgan Holdings Inc,,,,True,3411,1231,20170630,20170809,1,,4984.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Metal Cans
FL,True,850209.0,850209.0,850209.0,"FOOT LOCKER, INC.","FOOT LOCKER, INC.",Foot Locker Inc,,,,,,True,,5661,0131,20170731,20170906,1,,3199.0,NYSE,NYSE,NYSE,,Retail-Shoe Stores
SRNE,True,850261.0,850261.0,,"SORRENTO THERAPEUTICS, INC.","SORRENTO THERAPEUTICS, INC.",,,,,,,,,8731,1231,20170630,20170809,1,,348288.0,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,,Services-Commercial Physical and Biological Research
TG,True,850429.0,850429.0,,TREDEGAR CORP,TREDEGAR CORP,,,,,,,,,3350,1231,20170630,20170802,1,,2612.0,NYSE,NYSE,NYSE,,Rolling Drawing and Extruding of Nonferrous Metals
WIRE,True,850460.0,850460.0,,ENCORE WIRE CORP,ENCORE WIRE CORP,,,,,,,,,3350,1231,20170630,20170802,1,,10648.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Rolling Drawing and Extruding of Nonferrous Metals
CGNX,True,851205.0,851205.0,,COGNEX CORP,COGNEX CORP,,,,Cognex Corporation,,,,True,3823,1231,20170630,20170731,1,,5967.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,"Industrial Instruments for Measurement, Display, and Control of "
HLIT,True,851310.0,851310.0,,HARMONIC INC,HARMONIC INC,,,,,,,,,3663,1231,20170630,20170808,1,,8601.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Radio and Television Broadcasting and Communications Equipment
MHK,True,851968.0,851968.0,851968.0,MOHAWK INDUSTRIES INC,MOHAWK INDUSTRIES INC,Mohawk Industries,,,,,,True,,2273,1231,20170630,20170804,1,,3451.0,NYSE,NYSE,NYSE,,Carpets and Rugs
DENN,True,852772.0,852772.0,,DENNYS CORP,DENNYS CORP,,,,,,,,,5812,1231,20170630,20170801,1,,1116.0,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,,Retail-Eating Places
DGII,True,854775.0,854775.0,,DIGI INTERNATIONAL INC,DIGI INTERNATIONAL INC,,,,,,,,,3576,0930,20170630,20170801,1,,10068.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Computer Communications Equipment
LSCC,True,855658.0,855658.0,,LATTICE SEMICONDUCTOR CORP,LATTICE SEMICONDUCTOR CORP,,,,,,,,,3674,1231,20170630,20170810,1,,1092.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Semiconductors and Related Devices
MMSI,True,856982.0,856982.0,,MERIT MEDICAL SYSTEMS INC,MERIT MEDICAL SYSTEMS INC,,,,,,,,,3841,1231,20170630,20170807,1,,11301.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Surgical and Medical Instruments and Apparatus
PTC,True,857005.0,857005.0,,PTC INC.,PTC INC.,,,,PTC Inc,,,,True,7372,0930,20170630,20170808,1,,3438.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Services-Prepackaged Software
CZR,True,858339.0,858339.0,,CAESARS ENTERTAINMENT CORP,CAESARS ENTERTAINMENT CORP,,,,,,,,,7011,1231,20170630,20170803,1,,10936.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Hotels and Motels
COG,True,858470.0,858470.0,858470.0,CABOT OIL & GAS CORP,CABOT OIL & GAS CORP,Cabot Oil & Gas,,,,,,True,,1311,1231,20170630,20170728,1,,666.0,NYSE,NYSE,NYSE,,Crude Petroleum and Natural Gas
CSCO,True,858877.0,858877.0,858877.0,"CISCO SYSTEMS, INC.","CISCO SYSTEMS, INC.",Cisco Systems, Cisco Systems Inc.,Cisco Systems,,True,True,True,,3576,0731,20170731,20170907,1,,3894.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Computer Communications Equipment
AVX,True,859163.0,859163.0,,AVX CORP,AVX CORP,,,,,,,,,3670,0331,20170630,20170807,1,,461.0,NYSE,NYSE,NYSE,,Electronic Components And Accessories
CKH,True,859598.0,859598.0,,SEACOR HOLDINGS INC /NEW/,SEACOR HOLDINGS INC /NEW/,,,,,,,,,4412,1231,20170630,20170804,1,,206.0,NYSE,NYSE,NYSE,,Deep Sea Foreign Transportation of Freight
HOLX,True,859737.0,859737.0,859737.0,HOLOGIC INC,HOLOGIC INC,Hologic, Hologic Inc.,,,,True,True,,3844,0930,20170630,20170802,1,,45.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,X-Ray Apparatus and Tubes and Related Irradiation Apparatus
FIBK,True,860413.0,860413.0,,FIRST INTERSTATE BANCSYSTEM INC,FIRST INTERSTATE BANCSYSTEM INC,,,,,,,,,6022,1231,20170630,20170809,1,,30498.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,State Commercial Banks
OFC,True,860546.0,860546.0,,CORPORATE OFFICE PROPERTIES TRUST,CORPORATE OFFICE PROPERTIES TRUST,,,,Corporate Office Properties Trust,,,,True,6798,1231,20170630,20170731,2,1577966,5183.0,NYSE,NYSE,NYSE,,Real Estate Investment Trusts
TYL,True,860731.0,860731.0,,TYLER TECHNOLOGIES INC,TYLER TECHNOLOGIES INC,,,,Tyler Technologies Inc,,,,True,7372,1231,20170630,20170726,1,,10758.0,NYSE,NYSE,NYSE,,Services-Prepackaged Software
KMPR,True,860748.0,860748.0,,KEMPER CORP,KEMPER CORP,,,,Kemper Corporation,,,,True,6331,1231,20170630,20170801,1,,7957.0,NYSE,NYSE,NYSE,,"Fire, Marine and Casualty Insurance"
GVA,True,861459.0,861459.0,,GRANITE CONSTRUCTION INC,GRANITE CONSTRUCTION INC,,,,Granite Construction Inc.,,,,True,1600,1231,20170630,20170801,1,,10707.0,NYSE,NYSE,NYSE,,Heavy Construction Other Than Bldg Const - Contractors
ESMC,True,862668.0,862668.0,,ESCALON MEDICAL CORP,ESCALON MEDICAL CORP,,,,,,,,,3845,0630,20170630,20170928,1,,1292.0,NASDAQ,NASDAQ Capital Market,OTC,,Electromedical and Electrotherapeutic Apparatus
ARTNA,True,863110.0,863110.0,,ARTESIAN RESOURCES CORP,ARTESIAN RESOURCES CORP,,,,,,,,,4941,1231,20170630,20170804,1,,4065.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Water Supply
BHE,True,863436.0,863436.0,,BENCHMARK ELECTRONICS INC,BENCHMARK ELECTRONICS INC,,,,,,,,,3672,1231,20170630,20170808,1,,4079.0,NYSE,NYSE,NYSE,,Printed Circuit Boards
VERU,True,863894.0,863894.0,,VERU INC.,VERU INC.,,,,,,,,,3060,0930,20170630,20170809,1,,3978.0,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,,"Fabricated Rubber Products, Not Elsewhere Classified"
TRMB,True,864749.0,864749.0,,TRIMBLE INC.,TRIMBLE INC.,,,,Trimble Inc,,,,True,3829,1231,20170630,20170808,1,,1734.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,"Measuring and Controlling Devices, Not Elsewhere Classified"
NSEC,True,865058.0,865058.0,,NATIONAL SECURITY GROUP INC,NATIONAL SECURITY GROUP INC,,,,,,,,,6311,1231,20170630,20170811,1,,7465.0,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,,Life Insurance
WFM,True,865436.0,865436.0,,WHOLE FOODS MARKET INC,WHOLE FOODS MARKET INC,,,,,,,,,5411,0930,20170630,20170804,1,,10959.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Retail-Grocery Stores
OA,True,866121.0,866121.0,,"ORBITAL ATK, INC.","ORBITAL ATK, INC.",,,,Orbital ATK Inc,,,,True,3760,1231,20170630,20170804,1,,5396.0,NYSE,NYSE,NYSE,,Guided Missiles And Space Vehicles And Parts
MTRX,True,866273.0,866273.0,,MATRIX SERVICE CO,MATRIX SERVICE CO,,,,,,,,,1700,0630,20170630,20170911,1,,6540.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Construction-Special Trade Contractors
PSB,True,866368.0,866368.0,,PS BUSINESS PARKS INC/CA,PS BUSINESS PARKS INC/CA,,,,,,,,,6798,1231,20170630,20170728,1,,5722.0,NYSE,NYSE,NYSE,,Real Estate Investment Trusts
FLEX,True,866374.0,866374.0,,FLEX LTD.,FLEX LTD.,,,,,,,,,3672,0331,20170630,20170801,1,,6240.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Printed Circuit Boards
IO,True,866609.0,866609.0,,ION GEOPHYSICAL CORP,ION GEOPHYSICAL CORP,,,,,,,,,1382,1231,20170630,20170803,1,,1291.0,NYSE,NYSE,NYSE,,Oil and Gas Field Exploration Services
SCHL,True,866729.0,866729.0,,SCHOLASTIC CORP,SCHOLASTIC CORP,,,,,,,,,2731,0531,20170831,20170921,1,,7451.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,"Books: Publishing, or Publishing and Printing"
HLX,True,866829.0,866829.0,,HELIX ENERGY SOLUTIONS GROUP INC,HELIX ENERGY SOLUTIONS GROUP INC,,,,,,,,,1389,1231,20170630,20170725,1,,5072.0,NYSE,NYSE,NYSE,,"Oil and Gas Field Services, Not Elsewhere Classified"
SPND,True,867038.0,867038.0,,SPINDLETOP OIL & GAS CO,SPINDLETOP OIL & GAS CO,,,,,,,,,1311,1231,20170630,20170814,1,,7653.0,OTC Markets,OTC Pink Current,OTC,,Crude Petroleum and Natural Gas
AXAS,True,867665.0,867665.0,,ABRAXAS PETROLEUM CORP,ABRAXAS PETROLEUM CORP,,,,,,,,,1311,1231,20170630,20170809,1,,8073.0,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,,Crude Petroleum and Natural Gas
SPWR,True,867773.0,867773.0,,SUNPOWER CORP,SUNPOWER CORP,,,,,,,,,3674,1231,20170630,20170802,1,,114337.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Semiconductors and Related Devices
GBCI,True,868671.0,868671.0,,GLACIER BANCORP INC,GLACIER BANCORP INC,,,,,,,,,6022,1231,20170630,20170801,1,,670.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,State Commercial Banks
EVLV,True,870826.0,870826.0,,EVINE LIVE INC.,EVINE LIVE INC.,,,,,,,,,5961,0131,20170731,20170830,1,,1395.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Retail-Catalog and Mail-Order Houses
MAN,True,871763.0,871763.0,,MANPOWERGROUP INC.,MANPOWERGROUP INC.,,,,ManpowerGroup,,,,True,7363,1231,20170630,20170804,1,,8301.0,NYSE,NYSE,NYSE,,Services-Help Supply Services
PQ,True,872248.0,872248.0,,PETROQUEST ENERGY INC,PETROQUEST ENERGY INC,,,,,,,,,1311,1231,20170630,20170804,1,,4623.0,NYSE,NYSE,NYSE,,Crude Petroleum and Natural Gas
RSYS,True,873044.0,873044.0,,RADISYS CORP,RADISYS CORP,,,,,,,,,3577,1231,20170630,20170803,1,,10638.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,"Computer Peripheral Equipment, Not Elsewhere Classified"
IONS,True,874015.0,874015.0,,IONIS PHARMACEUTICALS INC,IONIS PHARMACEUTICALS INC,,,,,,,,,2834,1231,20170630,20170809,1,,6776.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Pharmaceutical Preparations
AMBC,True,874501.0,874501.0,,AMBAC FINANCIAL GROUP INC,AMBAC FINANCIAL GROUP INC,,,,,,,,,6351,1231,20170630,20170809,1,,7342.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Surety Insurance
IDXX,True,874716.0,874716.0,874716.0,IDEXX LABORATORIES INC /DE,IDEXX LABORATORIES INC /DE,IDEXX Laboratories, IDEXX Laboratories Inc.,,,,True,True,,2835,1231,20170630,20170801,1,,11057.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,In Vitro and In Vivo Diagnostic Substances
AES,True,874761.0,874761.0,874761.0,AES CORP,AES CORP,AES Corp,,,,,,True,,4991,1231,20170630,20170808,1,,9612.0,NYSE,NYSE,NYSE,,Cogeneration Services and Small Power Producers
HIG,True,874766.0,874766.0,874766.0,HARTFORD FINANCIAL SERVICES GROUP INC/DE,HARTFORD FINANCIAL SERVICES GROUP INC/DE,Hartford Financial Svc.Gp.,,,,,,True,,6331,1231,20170630,20170727,1,,11370.0,NYSE,NYSE,NYSE,,"Fire, Marine and Casualty Insurance"
STFC,True,874977.0,874977.0,,STATE AUTO FINANCIAL CORP,STATE AUTO FINANCIAL CORP,,,,,,,,,6331,1231,20170630,20170808,1,,6991.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,"Fire, Marine and Casualty Insurance"
BIIB,True,875045.0,875045.0,875045.0,BIOGEN INC.,BIOGEN INC.,Biogen Inc., Biogen Inc.,,,,True,True,,2836,1231,20170630,20170725,1,,9708.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,"Biological Products, (No Diagnostic Substances)"
XL,True,875159.0,875159.0,875159.0,XL GROUP LTD,XL GROUP LTD,XL Capital,,,,,,True,,6331,1231,20170630,20170804,1,,10181.0,NYSE,NYSE,NYSE,,"Fire, Marine and Casualty Insurance"
VRTX,True,875320.0,875320.0,875320.0,VERTEX PHARMACEUTICALS INC / MA,VERTEX PHARMACEUTICALS INC / MA,Vertex Pharmaceuticals Inc, Vertex Pharmaceuticals Incorporated,,,,True,True,,2834,1231,20170630,20170728,1,,599.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Pharmaceutical Preparations
BOKF,True,875357.0,875357.0,,BOK FINANCIAL CORP ET AL,BOK FINANCIAL CORP ET AL,,,,,,,,,6021,1231,20170630,20170728,1,,304.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,National Commercial Banks
PRGS,True,876167.0,876167.0,,PROGRESS SOFTWARE CORP /MA,PROGRESS SOFTWARE CORP /MA,,,,,,,,,7372,1130,20170531,20170707,1,,2914.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Services-Prepackaged Software
MTG,True,876437.0,876437.0,,MGIC INVESTMENT CORP,MGIC INVESTMENT CORP,,,,,,,,,6351,1231,20170630,20170804,1,,2147.0,NYSE,NYSE,NYSE,,Surety Insurance
EZPW,True,876523.0,876523.0,,EZCORP INC,EZCORP INC,,,,,,,,,5900,0930,20170630,20170731,1,,5960.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Retail-Miscellaneous Retail
MDCA,True,876883.0,876883.0,,MDC PARTNERS INC,MDC PARTNERS INC,,,,,,,,,7311,1231,20170331,20170831,1,,11433.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Services-Advertising Agencies
ZBRA,True,877212.0,877212.0,,ZEBRA TECHNOLOGIES CORP,ZEBRA TECHNOLOGIES CORP,,,,Zebra Technologies Corp,,,,True,3560,1231,20170630,20170808,1,,8509.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,General Industrial Machinery And Equipment
NHI,True,877860.0,877860.0,,NATIONAL HEALTH INVESTORS INC,NATIONAL HEALTH INVESTORS INC,,,,,,,,,6798,1231,20170630,20170809,1,,3301.0,NYSE,NYSE,NYSE,,Real Estate Investment Trusts
CTXS,True,877890.0,877890.0,877890.0,CITRIX SYSTEMS INC,CITRIX SYSTEMS INC,Citrix Systems, Citrix Systems Inc.,,,,True,True,,7372,1231,20170630,20170804,1,,11184.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Services-Prepackaged Software
BABY,True,878526.0,878526.0,,NATUS MEDICAL INC,NATUS MEDICAL INC,,,,,,,,,3845,1231,20170630,20170807,1,,78596.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Electromedical and Electrotherapeutic Apparatus
CAA,True,878560.0,878560.0,,"CALATLANTIC GROUP, INC.","CALATLANTIC GROUP, INC.",,,,CalAtlantic Group Inc,,,,True,1531,1231,20170630,20170728,1,,6120.0,NYSE,NYSE,NYSE,,Operative Builders
ODFL,True,878927.0,878927.0,,OLD DOMINION FREIGHT LINE INC/VA,OLD DOMINION FREIGHT LINE INC/VA,,,,Old Dominion Freight Line,,,,True,4213,1231,20170630,20170807,1,,3089.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Trucking (No Local)
TNH,True,879575.0,879575.0,,TERRA NITROGEN CO L P /DE,TERRA NITROGEN CO L P /DE,,,,,,,,,2870,1231,20170630,20170803,1,,1646.0,NYSE,NYSE,NYSE,,Agricultural Chemicals
AGCO,True,880266.0,880266.0,,AGCO CORP /DE,AGCO CORP /DE,,,,AGCO Corp,,,,True,3523,1231,20170630,20170808,1,,8527.0,NYSE,NYSE,NYSE,,Farm Machinery and Equipment
EFSI,True,880641.0,880641.0,,EAGLE FINANCIAL SERVICES INC,EAGLE FINANCIAL SERVICES INC,,,,,,,,,6022,1231,20170630,20170814,1,,30080.0,OTC Markets,OTCQX U.S. Premier,OTC,,State Commercial Banks
GILD,True,882095.0,882095.0,882095.0,GILEAD SCIENCES INC,GILEAD SCIENCES INC,Gilead Sciences, Gilead Sciences Inc.,,,,True,True,,2836,1231,20170630,20170807,1,,7556.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,"Biological Products, (No Diagnostic Substances)"
PDLI,True,882104.0,882104.0,,"PDL BIOPHARMA, INC.","PDL BIOPHARMA, INC.",,,,,,,,,2836,1231,20170630,20170803,1,,11207.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,"Biological Products, (No Diagnostic Substances)"
DHI,True,882184.0,882184.0,882184.0,HORTON D R INC /DE/,HORTON D R INC /DE/,D. R. Horton,,,,,,True,,1531,0930,20170630,20170727,1,,9618.0,NYSE,NYSE,NYSE,,Operative Builders
QUIK,True,882508.0,882508.0,,QUICKLOGIC CORPORATION,QUICKLOGIC CORPORATION,,,,,,,,,3674,1231,20170630,20170810,1,,6338.0,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,,Semiconductors and Related Devices
ROP,True,882835.0,882835.0,882835.0,ROPER TECHNOLOGIES INC,ROPER TECHNOLOGIES INC,Roper Technologies,,,,,,True,,3823,1231,20170630,20170807,1,,2292.0,NYSE,NYSE,NYSE,,"Industrial Instruments for Measurement, Display, and Control of "
VRTS,True,883237.0,883237.0,,"VIRTUS INVESTMENT PARTNERS, INC.","VIRTUS INVESTMENT PARTNERS, INC.",,,,,,,,,6282,1231,20170630,20170808,1,,21813.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Investment Advice
SNPS,True,883241.0,883241.0,883241.0,SYNOPSYS INC,SYNOPSYS INC,Synopsys Inc.,,,,,,True,,7372,1031,20170731,20170818,1,,9572.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Services-Prepackaged Software
FOSL,True,883569.0,883569.0,,"FOSSIL GROUP, INC.","FOSSIL GROUP, INC.",,,,,,,,,3873,1231,20170630,20170810,1,,10914.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,"Watches, Clocks, Clockwork Operated Devices/Parts"
NCS,True,883902.0,883902.0,,NCI BUILDING SYSTEMS INC,NCI BUILDING SYSTEMS INC,,,,,,,,,3448,1031,20170731,20170908,1,,9959.0,NYSE,NYSE,NYSE,,Prefabricated Metal Buildings and Components
CBK,True,883943.0,883943.0,,CHRISTOPHER & BANKS CORP,CHRISTOPHER & BANKS CORP,,,,,,,,,5621,0131,20170731,20170830,1,,11307.0,NYSE,NYSE,NYSE,,Retail-Women's Clothing Stores
UBSH,True,883948.0,883948.0,,UNION BANKSHARES CORP,UNION BANKSHARES CORP,,,,,,,,,6022,1231,20170630,20170808,1,,5093.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,State Commercial Banks
ICUI,True,883984.0,883984.0,,ICU MEDICAL INC/DE,ICU MEDICAL INC/DE,,,,,,,,,3841,1231,20170630,20170809,1,,5569.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Surgical and Medical Instruments and Apparatus
UGI,True,884614.0,884614.0,,UGI CORP /PA/,UGI CORP /PA/,,,,UGI Corp,,,,True,4932,0930,20170630,20170804,1,,10716.0,NYSE,NYSE,NYSE,,Gas and Other Services Combined
RCL,True,884887.0,884887.0,884887.0,ROYAL CARIBBEAN CRUISES LTD,ROYAL CARIBBEAN CRUISES LTD,Royal Caribbean Cruises Ltd,,,,,,True,,4400,1231,20170630,20170801,1,,6117.0,NYSE,NYSE,NYSE,,Water transportation
PX,True,884905.0,884905.0,884905.0,PRAXAIR INC,PRAXAIR INC,Praxair Inc.,,,,,,True,,2810,1231,20170630,20170727,1,,3120.0,NYSE,NYSE,NYSE,,Industrial Inorganic Chemicals
BKE,True,885245.0,885245.0,,BUCKLE INC,BUCKLE INC,,,,,,,,,5651,0131,20170731,20170907,1,,8024.0,NYSE,NYSE,NYSE,,Retail-Family Clothing Stores
STRS,True,885508.0,885508.0,,STRATUS PROPERTIES INC,STRATUS PROPERTIES INC,,,,,,,,,6552,1231,20170630,20170809,1,,6254.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Land Subdividers and Developers (No Cemeteries)
CACC,True,885550.0,885550.0,,CREDIT ACCEPTANCE CORP,CREDIT ACCEPTANCE CORP,,,,,,,,,6141,1231,20170630,20170731,1,,10930.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Personal Credit Institutions
VRX,True,885590.0,885590.0,,"VALEANT PHARMACEUTICALS INTERNATIONAL, INC.","VALEANT PHARMACEUTICALS INTERNATIONAL, INC.",,,,,,,,,2834,1231,20170630,20170808,1,,3552.0,NYSE,NYSE,NYSE,,Pharmaceutical Preparations
KSS,True,885639.0,885639.0,885639.0,KOHLS CORP,KOHLS CORP,Kohl's Corp.,,,,,,True,,5311,0131,20170731,20170831,1,,5997.0,NYSE,NYSE,NYSE,,Retail-Department Stores
BSX,True,885725.0,885725.0,885725.0,BOSTON SCIENTIFIC CORP,BOSTON SCIENTIFIC CORP,Boston Scientific,,,,,,True,,3841,1231,20170630,20170803,1,,10001.0,NYSE,NYSE,NYSE,,Surgical and Medical Instruments and Apparatus
BGC,True,886035.0,886035.0,,GENERAL CABLE CORP /DE/,GENERAL CABLE CORP /DE/,,,,,,,,,3357,1231,20170630,20170803,1,,5885.0,NYSE,NYSE,NYSE,,Drawing and Insulating of Nonferrous Wire
FINL,True,886137.0,886137.0,,FINISH LINE INC /IN/,FINISH LINE INC /IN/,,,,,,,,,5661,0228,20170831,20170922,1,,1497.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Retail-Shoe Stores
LGND,True,886163.0,886163.0,,LIGAND PHARMACEUTICALS INC,LIGAND PHARMACEUTICALS INC,,,,,,,,,2834,1231,20170630,20170809,1,,5402.0,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,,Pharmaceutical Preparations
FC,True,886206.0,886206.0,,FRANKLIN COVEY CO,FRANKLIN COVEY CO,,,,,,,,,8741,0831,20170531,20170710,1,,1657.0,NYSE,NYSE,NYSE,,Services-Management Services
KAI,True,886346.0,886346.0,,KADANT INC,KADANT INC,,,,,,,,,3550,1231,20170630,20170809,1,,9850.0,NYSE,NYSE,NYSE,,Special Industry Machinery (No Metalworking Machinery)
SPN,True,886835.0,886835.0,,SUPERIOR ENERGY SERVICES INC,SUPERIOR ENERGY SERVICES INC,,,,Superior Energy Services Inc,,,,True,1389,1231,20170630,20170727,1,,6472.0,NYSE,NYSE,NYSE,,"Oil and Gas Field Services, Not Elsewhere Classified"
PRCP,True,887226.0,887226.0,,PERCEPTRON INC/MI,PERCEPTRON INC/MI,,,,,,,,,3827,0630,20170630,20170907,1,,3846.0,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,,Optical Instruments and Lenses
COLB,True,887343.0,887343.0,,COLUMBIA BANKING SYSTEM INC,COLUMBIA BANKING SYSTEM INC,,,,,,,,,6022,1231,20170630,20170809,1,,10792.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,State Commercial Banks
KEM,True,887730.0,887730.0,,KEMET CORP,KEMET CORP,,,,,,,,,3670,0331,20170630,20170808,1,,1825.0,NYSE,NYSE,NYSE,,Electronic Components And Accessories
CENT,True,887733.0,887733.0,,CENTRAL GARDEN & PET CO,CENTRAL GARDEN & PET CO,,,,,,,,,5190,0930,20170630,20170803,1,,6617.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Wholesale-Miscellaneous Nondurable Goods
PFBI,True,887919.0,887919.0,,PREMIER FINANCIAL BANCORP INC,PREMIER FINANCIAL BANCORP INC,,,,,,,,,6022,1231,20170630,20170809,1,,3393.0,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,,State Commercial Banks
REV,True,887921.0,887921.0,,REVLON INC /DE/,REVLON INC /DE/,,,,,,,,,2844,1231,20170630,20170804,1,,6082.0,NYSE,NYSE,NYSE,,"Perfumes, Cosmetics and Other Toilet Preparations"
ZIMCF,True,1124160.0,1124160.0,,ZIM CORP,ZIM CORP,,,,,,,,,4812,0228,20170630,20170823,1,,79908.0,OTC Markets,OTC Pink Current,OTC,,Radiotelephone Communications
TCO,True,890319.0,890319.0,,TAUBMAN CENTERS INC,TAUBMAN CENTERS INC,,,,Taubman Centers,,,,True,6798,1231,20170630,20170728,1,,11904.0,NYSE,NYSE,NYSE,,Real Estate Investment Trusts
ASGN,True,890564.0,890564.0,,ON ASSIGNMENT INC,ON ASSIGNMENT INC,,,,,,,,,7363,1231,20170630,20170807,1,,7718.0,NYSE,NYSE,NYSE,,Services-Help Supply Services
RDN,True,890926.0,890926.0,,RADIAN GROUP INC,RADIAN GROUP INC,,,,,,,,,6351,1231,20170630,20170808,1,,4657.0,NYSE,NYSE,NYSE,,Surety Insurance
PDCO,True,891024.0,891024.0,891024.0,"PATTERSON COMPANIES, INC.","PATTERSON COMPANIES, INC.",Patterson Companies,,,,,,True,,5047,0430,20170731,20170906,1,,9323.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,"Wholesale-Medical, Dental and Hospital Equipment and Supplies"
AIN,True,819793.0,819793.0,,ALBANY INTERNATIONAL CORP /DE/,ALBANY INTERNATIONAL CORP /DE/,,,,,,,,,2221,1231,20170630,20170802,1,,9956.0,NYSE,NYSE,NYSE,,"Broadwoven Fabric Mills, Man Made Fiber and Silk"
IAC,True,891103.0,891103.0,,IAC/INTERACTIVECORP,IAC/INTERACTIVECORP,,,,,,,,,5990,1231,20170630,20170804,1,,9592.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,"Retail-Retail Stores, Not Elsewhere Classified"
CTIC,True,891293.0,891293.0,,CTI BIOPHARMA CORP,CTI BIOPHARMA CORP,,,,,,,,,2834,1231,20170630,20170804,1,,5460.0,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,,Pharmaceutical Preparations
FLL,True,891482.0,891482.0,,FULL HOUSE RESORTS INC,FULL HOUSE RESORTS INC,,,,,,,,,7011,1231,20170630,20170814,1,,10746.0,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,,Hotels and Motels
